Season,M/W,Match,Y/M/D,Pool,Week,City,Country,Team,VS_Team,SET_Won,SET_Lost,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,Player No,Player Name,C,Position,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,SCORING_Efficiency %,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,ATTACK_Efficiency %,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,BLOCK_Efficiency %,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,SERVE_Efficiency %,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,RECEPTION_Efficiency %,DIG_Digs,DIG_Errors,DIG_Total,DIG_Efficiency %,SET_Point,SET_Errors,SET_Attempts,SET_Total,SET_Efficiency %
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,2,7,Sedlacek ,-,OH,3,3,0,0,-,0,3,1,2,6,33.33,0,1,0,1,-100,0,1,1,2,-50,2,0,8,10,20,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,2,8,Jakopec ,-,MB,2,0,2,0,-,0,0,1,1,2,-50,2,1,0,3,33.33,0,0,2,2,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,2,9,Vlašić ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,2,10,Šestan ,-,OH,1,1,0,0,-,100,1,0,0,1,100,0,0,0,0,-,0,0,0,0,-,0,0,1,1,0,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,2,11,Đirlic P. ,C,O,2,2,0,0,-,-22.22,2,2,2,6,0,0,0,0,0,-,0,2,1,3,-66.67,0,0,0,0,-,1,1,2,0,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,2,13,Pervan ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,1,1,3,5,0,1,0,1,100,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,2,15,Mitrašinović ,-,O,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,2,18,Repek ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,2,19,Zeljkovic ,-,OH,4,3,1,0,-,9.09,3,1,3,7,28.57,1,1,0,2,0,0,1,1,2,-50,1,1,3,5,0,0,1,1,-100,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,2,20,Cvanciger ,-,O,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,-,0,0,2,2,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,2,22,Mandura ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,3,1,Višić ,-,S,0,0,0,0,-,-16.67,0,0,1,1,0,0,1,0,1,-100,0,0,4,4,0,0,0,0,0,-,1,1,2,0,4,0,21,25,16
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,3,4,Nikačević ,-,MB,2,2,0,0,-,0,2,0,1,3,66.67,0,1,1,2,-50,0,1,2,3,-33.33,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,3,6,Bakonji ,-,S,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,3,7,Sedlacek ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,3,8,Jakopec ,-,MB,0,0,0,0,-,-25,0,0,1,1,0,0,0,0,0,-,0,1,2,3,-33.33,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,3,9,Vlašić ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,3,10,Šestan ,-,OH,6,3,2,1,-,6.67,3,0,2,5,60,2,3,0,5,-20,1,2,2,5,-20,1,0,8,9,11.11,2,0,2,100,0,0,1,1,0
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,3,11,Đirlic P. ,C,O,8,8,0,0,-,20,8,1,2,11,63.64,0,2,2,4,-50,0,1,4,5,-20,0,0,0,0,-,2,1,3,33.33,1,0,0,1,100
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,3,13,Pervan ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,2,0,2,4,50,1,0,1,100,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,3,15,Mitrašinović ,-,O,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,3,18,Repek ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,1,0,1,100,0,0,1,1,0
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,3,19,Zeljkovic ,-,OH,3,3,0,0,-,0,3,1,4,8,25,0,1,0,1,-100,0,1,3,4,-25,0,1,3,4,-25,1,0,2,50,0,0,1,1,0
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,3,20,Cvanciger ,-,O,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,-,0,0,1,1,0,0,0,0,0,-,1,0,1,100,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,3,22,Mandura ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,4,1,Višić ,-,S,1,0,0,1,-,0,0,0,0,0,-,0,1,2,3,-33.33,1,0,2,3,33.33,0,0,0,0,-,1,1,2,0,4,1,14,19,15.79
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,4,4,Nikačević ,-,MB,5,3,0,2,-,44.44,3,0,0,3,100,0,0,0,0,-,2,1,3,6,16.67,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,4,6,Bakonji ,-,S,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,4,7,Sedlacek ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,4,8,Jakopec ,-,MB,2,0,2,0,-,20,0,0,0,0,-,2,1,0,3,33.33,0,0,2,2,0,0,0,2,2,0,0,1,1,-100,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,4,9,Vlašić ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,4,10,Šestan ,-,OH,6,3,1,2,-,26.67,3,1,1,5,40,1,1,1,3,0,2,0,5,7,28.57,1,0,6,7,14.29,1,0,2,50,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,4,11,Đirlic P. ,C,O,3,2,1,0,-,30,2,0,2,4,50,1,0,2,3,33.33,0,0,3,3,0,0,0,0,0,-,3,0,3,100,0,0,1,1,0
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,4,13,Pervan ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,2,2,0,0,0,1,0,0,0,1,1,0
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,4,15,Mitrašinović ,-,O,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,4,18,Repek ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,2,0,2,100,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,4,19,Zeljkovic ,-,OH,4,3,1,0,-,14.29,3,2,3,8,12.5,1,0,2,3,33.33,0,0,3,3,0,0,1,1,2,-50,1,0,1,100,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,4,20,Cvanciger ,-,O,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,4,22,Mandura ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,5,1,Višić ,-,S,0,0,0,0,-,-25,0,0,0,0,-,0,1,0,1,-100,0,0,3,3,0,0,0,0,0,-,1,0,1,100,2,0,14,16,12.5
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,5,4,Nikačević ,-,MB,1,1,0,0,-,50,1,0,0,1,100,0,0,0,0,-,0,0,1,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,5,6,Bakonji ,-,S,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,5,7,Sedlacek ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,5,8,Jakopec ,-,MB,1,0,1,0,-,25,0,0,0,0,-,1,0,1,2,50,0,0,2,2,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,5,9,Vlašić ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,5,10,Šestan ,-,OH,1,1,0,0,-,-30,1,2,1,4,-25,0,1,1,2,-50,0,1,3,4,-25,3,0,5,8,37.5,2,1,3,33.33,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,5,11,Đirlic P. ,C,O,5,4,1,0,-,22.22,4,1,8,13,23.08,1,0,2,3,33.33,0,0,2,2,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,5,13,Pervan ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,2,2,4,-50,0,0,0,-,0,0,3,3,0
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,5,15,Mitrašinović ,-,O,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,5,18,Repek ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,1,1,3,0,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,5,19,Zeljkovic ,-,OH,0,0,0,0,-,-25,0,0,0,0,-,0,1,2,3,-33.33,0,0,1,1,0,1,0,0,1,100,2,1,3,33.33,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,5,20,Cvanciger ,-,O,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,-,0,0,1,1,0,0,0,0,0,-,0,1,1,-100,0,0,0,0,-
2024,Men,2,2024/7/4,Quarter_Finals,Final_Round,Linyi,China,Croatia,Belgium,2,3,20,18,25,25,13,25,25,22,15,15,5,22,Mandura ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,ALL,6,Drozd ,-,MB,5,4,1,0,-,-10,4,1,3,8,37.5,1,3,0,4,-50,0,3,5,8,-37.5,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,ALL,9,Shapoval ,-,O,14,13,0,1,-,11.63,13,3,8,24,41.67,0,3,0,3,-100,1,3,12,16,-12.5,0,0,0,0,-,4,4,9,0,0,0,1,1,0
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,ALL,12,Yevstratov ,-,S,1,0,1,0,-,-5,0,1,0,1,-100,1,1,4,6,0,0,0,13,13,0,0,0,1,1,0,6,3,10,30,23,1,48,72,30.56
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,ALL,15,Pampushko ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,3,0,11,14,21.43,7,5,19,10.53,0,0,6,6,0
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,ALL,16,Dolgopolov ,-,S,1,0,1,0,-,25,0,0,0,0,-,1,0,1,2,50,0,0,2,2,0,0,0,0,0,-,1,1,2,0,8,1,9,18,38.89
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,ALL,18,Tsmokalo ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,ALL,20,Nalozhnyi ,-,OH,7,6,1,0,-,0,6,4,9,19,10.53,1,2,5,8,-12.5,0,1,15,16,-6.25,9,2,16,27,25.93,8,2,11,54.55,0,0,5,5,0
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,ALL,21,Kisiliuk ,-,OH,12,10,0,2,-,-2.22,10,4,10,24,25,0,5,0,5,-100,2,4,10,16,-12.5,4,0,14,18,22.22,8,3,11,45.45,0,0,0,0,-
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,ALL,22,Dzhul ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,ALL,30,Chelenyak ,-,MB,2,2,0,0,-,-25,2,3,0,5,-20,0,2,2,4,-50,0,0,3,3,0,0,0,0,0,-,2,2,5,0,0,0,2,2,0
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,ALL,42,Uryvkin ,-,O,0,0,0,0,-,-42.86,0,3,4,7,-42.86,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,1,1,-100,0,0,0,0,-
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,ALL,88,Koval ,-,MB,12,8,2,2,-,14.29,8,0,2,10,80,2,5,10,17,-17.65,2,1,12,15,6.67,0,0,2,2,0,1,1,3,0,0,0,2,2,0
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,ALL,97,Luban ,-,O,2,2,0,0,-,0,2,0,5,7,28.57,0,1,0,1,-100,0,1,1,2,-50,2,0,3,5,40,1,0,1,100,0,0,0,0,-
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,ALL,99,Kuts ,-,MB,1,0,1,0,-,-20,0,0,0,0,-,1,0,1,2,50,0,2,1,3,-66.67,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,1,6,Drozd ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,1,9,Shapoval ,-,O,3,2,0,1,-,12.5,2,1,0,3,33.33,0,0,0,0,-,1,1,3,5,0,0,0,0,0,-,0,1,1,-100,0,0,0,0,-
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,1,12,Yevstratov ,-,S,1,0,1,0,-,25,0,0,0,0,-,1,0,0,1,100,0,0,3,3,0,0,0,0,0,-,0,0,1,0,4,0,8,12,33.33
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,1,15,Pampushko ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,1,0,4,5,20,0,2,4,-50,0,0,0,0,-
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,1,16,Dolgopolov ,-,S,0,0,0,0,-,0,0,0,0,0,-,0,0,1,1,0,0,0,2,2,0,0,0,0,0,-,1,1,2,0,5,0,8,13,38.46
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,1,18,Tsmokalo ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,1,20,Nalozhnyi ,-,OH,0,0,0,0,-,-33.33,0,0,1,1,0,0,1,0,1,-100,0,0,1,1,0,2,1,4,7,14.29,1,1,2,0,0,0,0,0,-
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,1,21,Kisiliuk ,-,OH,3,3,0,0,-,11.11,3,1,3,7,28.57,0,0,0,0,-,0,1,1,2,-50,2,0,6,8,25,0,2,2,-100,0,0,0,0,-
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,1,22,Dzhul ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,1,30,Chelenyak ,-,MB,2,2,0,0,-,-11.11,2,2,0,4,0,0,1,1,2,-50,0,0,3,3,0,0,0,0,0,-,2,2,5,0,0,0,2,2,0
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,1,42,Uryvkin ,-,O,0,0,0,0,-,-50,0,3,3,6,-50,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,1,1,-100,0,0,0,0,-
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,1,88,Koval ,-,MB,3,2,1,0,-,22.22,2,0,0,2,100,1,1,2,4,0,0,0,3,3,0,0,0,0,0,-,0,0,1,0,0,0,0,0,-
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,1,97,Luban ,-,O,1,1,0,0,-,0,1,0,4,5,20,0,0,0,0,-,0,1,1,2,-50,1,0,1,2,50,0,0,0,-,0,0,0,0,-
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,1,99,Kuts ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,2,6,Drozd ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,2,9,Shapoval ,-,O,3,3,0,0,-,11.11,3,1,1,5,40,0,1,0,1,-100,0,0,3,3,0,0,0,0,0,-,0,1,1,-100,0,0,1,1,0
2024,Men,3,2024/7/5,Quarter_Finals,Final_Round,Linyi,China,Ukraine,Chile,3,1,20,25,25,25,-,25,23,19,19,-,2,12,Yevstratov ,-,S,0,0,0,0,-,-33.33,0,1,0,1,-100,0,1,1,2,-50,0,0,3,3,0,0,0,0,0,-,2,1,3,33.33,5,1,13,19,21.05
