Season,M/W,Match,Y/M/D,Pool,City,Country,Team,VS_Team,SET_Won,SET_Lost,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,Service points won,Receiver points won,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total
2024,Women,2,2024/7/4,Quarter_Finals,Manila,Philippines,Belgium,Sweden,3,0,25,25,25,-,-,16,23,22,-,-,3,8/24 (33%),17/23 (74%),17,12,4,1,-,12,4,8,24,4,6,6,16,1,2,21,24,4,0,14,18,7,9,17,5,1,18,24
2024,Women,2,2024/7/4,Quarter_Finals,Manila,Philippines,Sweden,Belgium,0,3,16,23,22,-,-,25,25,25,-,-,ALL,21/63 (33%),40/73 (55%),49,42,6,1,-,42,18,56,116,6,19,23,48,1,8,55,64,16,5,49,70,44,12,63,26,2,88,116
2024,Women,2,2024/7/4,Quarter_Finals,Manila,Philippines,Sweden,Belgium,0,3,16,23,22,-,-,25,25,25,-,-,1,6/17 (35%),10/24 (42%),15,11,3,1,-,11,4,25,40,3,7,11,21,1,3,13,17,4,1,19,24,18,2,25,9,1,30,40
2024,Women,2,2024/7/4,Quarter_Finals,Manila,Philippines,Sweden,Belgium,0,3,16,23,22,-,-,25,25,25,-,-,2,9/23 (39%),14/25 (56%),17,16,1,0,-,16,7,22,45,1,9,7,17,0,0,24,24,6,3,15,24,20,4,25,11,1,34,46
2024,Women,2,2024/7/4,Quarter_Finals,Manila,Philippines,Sweden,Belgium,0,3,16,23,22,-,-,25,25,25,-,-,3,6/23 (26%),16/24 (67%),17,15,2,0,-,15,7,9,31,2,3,5,10,0,5,18,23,6,1,15,22,6,6,13,6,0,24,30
2024,Women,3,2024/7/5,Quarter_Finals,Manila,Philippines,Czechia,Argentina,3,0,25,25,25,-,-,15,22,16,-,-,ALL,33/74 (45%),42/54 (78%),51,42,7,2,-,42,9,62,113,7,12,42,61,2,9,63,74,8,1,34,43,57,11,78,9,1,94,104
2024,Women,3,2024/7/5,Quarter_Finals,Manila,Philippines,Czechia,Argentina,3,0,25,25,25,-,-,15,22,16,-,-,1,13/25 (52%),12/15 (80%),17,12,4,1,-,12,1,18,31,4,6,15,25,1,3,21,25,2,0,11,13,14,3,22,2,0,27,29
2024,Women,3,2024/7/5,Quarter_Finals,Manila,Philippines,Czechia,Argentina,3,0,25,25,25,-,-,15,22,16,-,-,2,7/24 (29%),18/23 (78%),15,13,1,1,-,13,4,20,37,1,2,12,15,1,4,19,24,2,0,14,16,15,7,23,3,1,30,34
2024,Women,3,2024/7/5,Quarter_Finals,Manila,Philippines,Czechia,Argentina,3,0,25,25,25,-,-,15,22,16,-,-,3,13/25 (52%),12/16 (75%),19,17,2,0,-,17,4,24,45,2,4,15,21,0,2,23,25,4,1,9,14,28,1,33,4,0,37,41
2024,Women,3,2024/7/5,Quarter_Finals,Manila,Philippines,Argentina,Czechia,0,3,15,22,16,-,-,25,25,25,-,-,ALL,12/54 (22%),41/74 (55%),39,32,6,1,-,32,20,83,135,6,10,34,50,1,10,43,54,11,2,52,65,54,11,71,12,1,117,130
2024,Women,3,2024/7/5,Quarter_Finals,Manila,Philippines,Argentina,Czechia,0,3,15,22,16,-,-,25,25,25,-,-,1,3/15 (20%),12/25 (48%),11,10,1,0,-,10,10,26,46,1,3,8,12,0,2,13,15,5,1,16,22,19,4,24,3,0,40,43
2024,Women,3,2024/7/5,Quarter_Finals,Manila,Philippines,Argentina,Czechia,0,3,15,22,16,-,-,25,25,25,-,-,2,5/23 (22%),17/24 (71%),16,13,3,0,-,13,4,21,38,3,4,13,20,0,6,17,23,4,1,15,20,15,4,20,5,1,32,38
2024,Women,3,2024/7/5,Quarter_Finals,Manila,Philippines,Argentina,Czechia,0,3,15,22,16,-,-,25,25,25,-,-,3,4/16 (25%),12/25 (48%),12,9,2,1,-,9,6,36,51,2,3,13,18,1,2,13,16,2,0,21,23,20,3,27,4,0,45,49
2024,Women,4,2024/7/5,Quarter_Finals,Manila,Philippines,Philippines,Vietnam,0,3,14,22,21,-,-,25,25,25,-,-,ALL,18/58 (31%),39/74 (53%),45,41,2,2,-,41,16,68,125,2,16,22,40,2,7,49,58,17,3,51,71,48,16,67,26,2,92,120
2024,Women,4,2024/7/5,Quarter_Finals,Manila,Philippines,Philippines,Vietnam,0,3,14,22,21,-,-,25,25,25,-,-,1,2/14 (14%),12/25 (48%),13,12,1,0,-,12,6,25,43,1,4,9,14,0,1,13,14,7,2,16,25,17,6,24,10,1,30,41
2024,Women,4,2024/7/5,Quarter_Finals,Manila,Philippines,Philippines,Vietnam,0,3,14,22,21,-,-,25,25,25,-,-,2,9/23 (39%),13/24 (54%),15,13,1,1,-,13,4,22,39,1,7,5,13,1,4,18,23,8,0,15,23,12,3,16,10,0,26,36
2024,Women,4,2024/7/5,Quarter_Finals,Manila,Philippines,Philippines,Vietnam,0,3,14,22,21,-,-,25,25,25,-,-,3,7/21 (33%),14/25 (56%),17,16,0,1,-,16,6,21,43,0,5,8,13,1,2,18,21,2,1,20,23,19,7,27,6,1,36,43
2024,Women,4,2024/7/5,Quarter_Finals,Manila,Philippines,Vietnam,Philippines,3,0,25,25,25,-,-,14,22,21,-,-,ALL,35/74 (47%),40/58 (69%),56,44,9,3,-,44,9,49,102,9,11,24,44,3,3,68,74,9,2,39,50,53,11,75,18,2,86,106
2024,Women,4,2024/7/5,Quarter_Finals,Manila,Philippines,Vietnam,Philippines,3,0,25,25,25,-,-,14,22,21,-,-,1,13/25 (52%),12/14 (86%),19,13,4,2,-,13,2,21,36,4,2,10,16,2,0,23,25,3,0,10,13,18,2,26,9,0,28,37
2024,Women,4,2024/7/5,Quarter_Finals,Manila,Philippines,Vietnam,Philippines,3,0,25,25,25,-,-,14,22,21,-,-,2,11/24 (46%),14/23 (61%),19,17,2,0,-,17,5,11,33,2,4,7,13,0,1,23,24,4,1,13,18,18,5,25,5,2,29,36
2024,Women,4,2024/7/5,Quarter_Finals,Manila,Philippines,Vietnam,Philippines,3,0,25,25,25,-,-,14,22,21,-,-,3,11/25 (44%),14/21 (67%),18,14,3,1,-,14,2,17,33,3,5,7,15,1,2,22,25,2,1,16,19,17,4,24,4,0,29,33
2024,Women,5,2024/7/6,Semifinals,Manila,Philippines,Belgium,Puerto Rico,0,3,19,15,16,-,-,25,25,25,-,-,ALL,17/51 (33%),33/74 (45%),33,26,6,1,-,26,14,59,99,6,21,19,46,1,8,42,51,13,4,49,66,47,8,61,25,6,74,105
2024,Women,5,2024/7/6,Semifinals,Manila,Philippines,Belgium,Puerto Rico,0,3,19,15,16,-,-,25,25,25,-,-,1,7/19 (37%),12/25 (48%),12,10,2,0,-,10,7,21,38,2,6,10,18,0,4,15,19,2,1,20,23,18,2,23,5,2,32,39
2024,Women,5,2024/7/6,Semifinals,Manila,Philippines,Belgium,Puerto Rico,0,3,19,15,16,-,-,25,25,25,-,-,2,4/16 (25%),11/24 (46%),11,7,3,1,-,7,5,20,32,3,5,4,12,1,3,12,16,7,2,13,22,15,4,19,12,1,22,35
2024,Women,5,2024/7/6,Semifinals,Manila,Philippines,Belgium,Puerto Rico,0,3,19,15,16,-,-,25,25,25,-,-,3,6/16 (38%),10/25 (40%),10,9,1,0,-,9,2,18,29,1,10,5,16,0,1,15,16,4,1,16,21,14,2,19,8,3,20,31
2024,Women,5,2024/7/6,Semifinals,Manila,Philippines,Puerto Rico,Belgium,3,0,25,25,25,-,-,19,15,16,-,-,ALL,41/74 (55%),34/51 (67%),47,41,2,4,-,41,13,53,107,2,13,21,36,4,8,62,74,11,1,31,43,58,5,70,18,1,84,103
2024,Women,5,2024/7/6,Semifinals,Manila,Philippines,Puerto Rico,Belgium,3,0,25,25,25,-,-,19,15,16,-,-,1,13/25 (52%),12/19 (63%),12,10,1,1,-,10,6,25,41,1,5,9,15,1,2,22,25,5,0,10,15,19,1,22,3,0,36,39
2024,Women,5,2024/7/6,Semifinals,Manila,Philippines,Puerto Rico,Belgium,3,0,25,25,25,-,-,19,15,16,-,-,2,13/24 (54%),12/16 (75%),15,13,0,2,-,13,4,14,31,0,2,8,10,2,2,20,24,4,1,8,13,19,4,27,7,1,23,31
2024,Women,5,2024/7/6,Semifinals,Manila,Philippines,Puerto Rico,Belgium,3,0,25,25,25,-,-,19,15,16,-,-,3,15/25 (60%),10/16 (63%),20,18,1,1,-,18,3,14,35,1,6,4,11,1,4,20,25,2,0,13,15,20,0,21,8,0,25,33
2024,Women,6,2024/7/6,Semifinals,Manila,Philippines,Vietnam,Czechia,0,3,19,14,19,-,-,25,25,25,-,-,ALL,11/54 (20%),41/73 (56%),34,31,2,1,-,31,19,45,95,2,8,13,23,1,6,47,54,11,4,49,64,36,23,66,12,0,87,99
2024,Women,6,2024/7/6,Semifinals,Manila,Philippines,Vietnam,Czechia,0,3,19,14,19,-,-,25,25,25,-,-,1,4/20 (20%),15/24 (63%),13,12,0,1,-,12,8,15,35,0,3,6,9,1,3,16,20,4,2,16,22,15,5,22,8,0,29,37
2024,Women,6,2024/7/6,Semifinals,Manila,Philippines,Vietnam,Czechia,0,3,19,14,19,-,-,25,25,25,-,-,2,1/14 (7%),13/25 (52%),10,10,0,0,-,10,6,17,33,0,3,3,6,0,1,13,14,3,2,17,22,10,8,20,2,0,30,32
2024,Women,6,2024/7/6,Semifinals,Manila,Philippines,Vietnam,Czechia,0,3,19,14,19,-,-,25,25,25,-,-,3,6/20 (30%),13/24 (54%),11,9,2,0,-,9,5,13,27,2,2,4,8,0,2,18,20,4,0,16,20,11,10,24,2,0,28,30
2024,Women,6,2024/7/6,Semifinals,Manila,Philippines,Czechia,Vietnam,3,0,25,25,25,-,-,19,14,19,-,-,ALL,32/73 (44%),43/54 (80%),63,46,13,4,-,46,6,41,93,13,11,16,40,4,10,60,74,7,1,40,48,43,8,53,26,1,61,88
2024,Women,6,2024/7/6,Semifinals,Manila,Philippines,Czechia,Vietnam,3,0,25,25,25,-,-,19,14,19,-,-,1,9/24 (38%),16/20 (80%),20,12,6,2,-,12,1,16,29,6,4,5,15,2,3,20,25,1,1,15,17,12,3,17,7,1,21,29
2024,Women,6,2024/7/6,Semifinals,Manila,Philippines,Czechia,Vietnam,3,0,25,25,25,-,-,19,14,19,-,-,2,12/25 (48%),13/14 (93%),23,16,5,2,-,16,1,10,27,5,4,7,16,2,3,20,25,1,0,12,13,15,1,16,7,0,19,26
2024,Women,6,2024/7/6,Semifinals,Manila,Philippines,Czechia,Vietnam,3,0,25,25,25,-,-,19,14,19,-,-,3,11/24 (46%),14/20 (70%),20,18,2,0,-,18,4,15,37,2,3,4,9,0,4,20,24,5,0,13,18,16,4,20,12,0,21,33
2024,Women,7,2024/7/7,Final_3rd-4th,Manila,Philippines,Vietnam,Belgium,3,1,25,23,25,25,-,23,25,20,17,-,ALL,43/97 (44%),55/86 (64%),60,53,4,3,-,53,22,64,139,4,13,23,40,3,8,86,97,16,4,52,72,64,12,89,18,3,116,137
2024,Women,7,2024/7/7,Final_3rd-4th,Manila,Philippines,Vietnam,Belgium,3,1,25,23,25,25,-,23,25,20,17,-,1,12/24 (50%),13/24 (54%),16,13,2,1,-,13,7,20,40,2,2,6,10,1,1,22,24,3,1,18,22,16,3,22,3,0,38,41
2024,Women,7,2024/7/7,Final_3rd-4th,Manila,Philippines,Vietnam,Belgium,3,1,25,23,25,25,-,23,25,20,17,-,2,7/24 (29%),16/24 (67%),16,14,1,1,-,14,6,20,40,1,3,2,6,1,2,21,24,7,2,11,20,17,4,22,4,0,33,37
2024,Women,7,2024/7/7,Final_3rd-4th,Manila,Philippines,Vietnam,Belgium,3,1,25,23,25,25,-,23,25,20,17,-,3,10/24 (42%),15/21 (71%),15,14,0,1,-,14,4,12,30,0,5,3,8,1,3,20,24,4,0,12,16,14,3,22,4,2,24,30
2024,Women,7,2024/7/7,Final_3rd-4th,Manila,Philippines,Vietnam,Belgium,3,1,25,23,25,25,-,23,25,20,17,-,4,14/25 (56%),11/17 (65%),13,12,1,0,-,12,5,12,29,1,3,12,16,0,2,23,25,2,1,11,14,17,2,23,7,1,21,29
2024,Women,7,2024/7/7,Final_3rd-4th,Manila,Philippines,Belgium,Vietnam,1,3,23,25,20,17,-,25,23,25,25,-,ALL,31/86 (36%),54/97 (56%),63,48,11,4,-,48,20,68,136,11,14,26,51,4,14,68,86,17,3,69,89,56,19,87,27,5,109,141
2024,Women,7,2024/7/7,Final_3rd-4th,Manila,Philippines,Belgium,Vietnam,1,3,23,25,20,17,-,25,23,25,25,-,1,11/24 (46%),12/24 (50%),19,14,4,1,-,14,7,16,37,4,3,9,16,1,2,21,24,5,1,17,23,16,5,24,8,2,30,40
2024,Women,7,2024/7/7,Final_3rd-4th,Manila,Philippines,Belgium,Vietnam,1,3,23,25,20,17,-,25,23,25,25,-,2,8/24 (33%),17/24 (71%),19,15,2,2,-,15,2,15,32,2,4,6,12,2,4,18,24,8,1,13,22,17,5,25,9,1,27,37
2024,Women,7,2024/7/7,Final_3rd-4th,Manila,Philippines,Belgium,Vietnam,1,3,23,25,20,17,-,25,23,25,25,-,3,6/21 (29%),14/24 (58%),13,11,2,0,-,11,3,15,29,2,3,6,11,0,5,16,21,0,1,20,21,10,6,19,2,0,24,26
2024,Women,7,2024/7/7,Final_3rd-4th,Manila,Philippines,Belgium,Vietnam,1,3,23,25,20,17,-,25,23,25,25,-,4,6/17 (35%),11/25 (44%),12,8,3,1,-,8,8,22,38,3,4,5,12,1,3,13,17,4,0,19,23,13,3,19,8,2,28,38
2024,Women,8,2024/7/7,Final_1st-2nd,Manila,Philippines,Czechia,Puerto Rico,3,1,25,25,18,25,-,23,20,25,18,-,ALL,36/92 (39%),57/87 (66%),75,59,16,0,-,59,13,60,132,16,31,26,73,0,8,84,92,18,2,59,79,49,13,71,22,2,107,131
2024,Women,8,2024/7/7,Final_1st-2nd,Manila,Philippines,Czechia,Puerto Rico,3,1,25,25,18,25,-,23,20,25,18,-,1,10/25 (40%),15/23 (65%),19,14,5,0,-,14,3,15,32,5,6,7,18,0,3,22,25,5,0,15,20,10,4,19,6,0,26,32
2024,Women,8,2024/7/7,Final_1st-2nd,Manila,Philippines,Czechia,Puerto Rico,3,1,25,25,18,25,-,23,20,25,18,-,2,10/24 (42%),15/21 (71%),21,18,3,0,-,18,2,10,30,3,9,5,17,0,2,22,24,6,1,12,19,11,2,14,5,1,23,29
2024,Women,8,2024/7/7,Final_1st-2nd,Manila,Philippines,Czechia,Puerto Rico,3,1,25,25,18,25,-,23,20,25,18,-,3,4/19 (21%),14/24 (58%),16,12,4,0,-,12,3,18,33,4,9,6,19,0,2,17,19,4,1,18,23,10,5,16,6,0,27,33
2024,Women,8,2024/7/7,Final_1st-2nd,Manila,Philippines,Czechia,Puerto Rico,3,1,25,25,18,25,-,23,20,25,18,-,4,12/24 (50%),13/19 (68%),19,15,4,0,-,15,5,17,37,4,7,8,19,0,1,23,24,3,0,14,17,18,2,22,5,1,31,37
2024,Women,8,2024/7/7,Final_1st-2nd,Manila,Philippines,Puerto Rico,Czechia,1,3,23,20,25,18,-,25,25,18,25,-,ALL,30/87 (34%),56/92 (61%),71,61,8,2,-,61,25,54,140,8,21,25,54,2,8,77,87,13,0,71,84,49,18,75,15,0,126,141
2024,Women,8,2024/7/7,Final_1st-2nd,Manila,Philippines,Puerto Rico,Czechia,1,3,23,20,25,18,-,25,25,18,25,-,1,8/23 (35%),15/25 (60%),19,17,2,0,-,17,7,15,39,2,3,4,9,0,3,20,23,4,0,18,22,13,6,20,7,0,31,38
2024,Women,8,2024/7/7,Final_1st-2nd,Manila,Philippines,Puerto Rico,Czechia,1,3,23,20,25,18,-,25,25,18,25,-,2,6/21 (29%),14/24 (58%),16,14,1,1,-,14,5,10,29,1,7,3,11,1,2,18,21,1,0,21,22,7,2,12,2,0,29,31
2024,Women,8,2024/7/7,Final_1st-2nd,Manila,Philippines,Puerto Rico,Czechia,1,3,23,20,25,18,-,25,25,18,25,-,3,10/24 (42%),15/19 (79%),21,19,1,1,-,19,5,13,37,1,6,11,18,1,1,22,24,6,0,11,17,17,4,22,1,0,36,37
2024,Women,8,2024/7/7,Final_1st-2nd,Manila,Philippines,Puerto Rico,Czechia,1,3,23,20,25,18,-,25,25,18,25,-,4,6/19 (32%),12/24 (50%),15,11,4,0,-,11,8,16,35,4,5,7,16,0,2,17,19,2,0,21,23,12,6,21,5,0,30,35
